account_name,contact_email,created_date,lead_source,opportunity_amount,is_active,sfdc_id,annual_revenue,last_activity,custom_field,region,notes_flag,deal_score,engagement_level,num_calls,page_duration,city,state,country
Soylent,,2022-12-01,,1000.0,False,001A000001,2500000.0,,"{""type"": ""B"", ""value"": 200}",,,0.5,0.0429,,450,New York City,New York,United States
Umbrella,,,Email Campaign,1000.0,True,,5000000.0,,,North America,,0.5,,1.0,391,Chicago,Illinois,United States
Wonka,,2025-07-19,Social Media,10000.0,False,,1000000.0,2024-05-05,,North America,,0.5,0.5843,32.0,18,New York City,New York,United States
Umbrella,,,Trade Show,0.0,False,,999999.0,2025-02-28,,North America,,0.25,0.3182,24.0,143,Chicago,Illinois,United States
Soylent,,2023-12-22,Social Media,10000.0,False,001B000002,1000000.0,2024-05-05,,,,0.75,,,441,San Francisco,California,United States
Umbrella,,2024-05-12,Email Campaign,10000.0,True,001C000003,1000000.0,,,,,0.1,0.2165,28.0,123,New York City,New York,United States
Umbrella,,2020-01-01,Email Campaign,1000.0,False,001A000001,1000000.0,,"{""type"": ""A"", ""value"": 100}",,,0.75,0.1185,15.0,476,San Francisco,California,United States
Globex,help@globex.com,2022-12-01,Email Campaign,1000.0,True,,2500000.0,,,North America,,,,13.0,311,Chicago,Illinois,United States
Soylent,,2022-12-19,,1000.0,False,,1000000.0,2024-05-05,,North America,,,0.1697,,167,New York City,New York,United States
Acme Corp,contact@acme.com,2022-12-01,Trade Show,50000.0,True,001C000003,1000000.0,2025-06-30,,,,0.75,0.5804,38.0,60,,,United States
Globex,help@globex.com,,,,False,,999999.0,2024-05-05,"{""type"": ""B"", ""value"": 200}",North America,,0.75,,28.0,130,Chicago,Illinois,United States
Soylent,,2022-12-01,Email Campaign,10000.0,False,001B000002,1000000.0,,,North America,,0.75,0.4672,35.0,123,San Francisco,California,United States
Umbrella,,2022-12-01,Phone Inquiry,,True,,5000000.0,,"{""type"": ""A"", ""value"": 100}",,,0.5,0.0326,,295,New York City,New York,United States
Acme Corp,contact@acme.com,,Trade Show,1000.0,False,001A000001,1000000.0,,,,,0.75,,44.0,202,Chicago,Illinois,United States
Globex,help@globex.com,2022-12-01,Web,50000.0,False,,1000000.0,2024-05-05,"{""type"": ""B"", ""value"": 200}",North America,,1.0,0.4353,35.0,236,Chicago,Illinois,United States
Globex,help@globex.com,2025-02-23,Email Campaign,,False,,5000000.0,2025-03-13,,,Notes_Flag,0.5,0.3818,40.0,179,Chicago,Illinois,United States
Globex,help@globex.com,2025-02-14,Social Media,1000.0,False,001A000001,1000000.0,,"{""type"": ""B"", ""value"": 200}",North America,,0.1,,,499,Chicago,Illinois,United States
Soylent,,2022-12-01,Social Media,25000.0,False,,2500000.0,,"{""type"": ""A"", ""value"": 100}",North America,,0.5,0.206,20.0,469,Chicago,Illinois,United States
Soylent,,2022-12-01,Referral,,True,,5000000.0,2024-05-05,,North America,,,0.3444,31.0,48,Chicago,Illinois,United States
Globex,help@globex.com,,Email Campaign,50000.0,True,001A000001,1000000.0,,,,,1.0,,7.0,14,Chicago,Illinois,United States
Umbrella,,2022-12-01,Social Media,10000.0,False,001C000003,1000000.0,,"{""type"": ""B"", ""value"": 200}",North America,,0.25,0.4829,,32,San Francisco,California,United States
Umbrella,,2023-03-12,Social Media,50000.0,False,001A000001,5000000.0,,,North America,,,0.6902,16.0,333,San Francisco,California,United States
Soylent,,,Trade Show,10000.0,False,001B000002,2500000.0,,,North America,Notes_Flag,,,7.0,192,San Francisco,California,United States
Acme Corp,contact@acme.com,2022-12-01,Referral,25000.0,True,001C000003,5000000.0,,,,Notes_Flag,,0.3413,39.0,421,Chicago,Illinois,United States
Soylent,,2023-06-11,,50000.0,False,,2500000.0,2025-07-13,"{""type"": ""A"", ""value"": 100}",North America,Notes_Flag,1.0,0.5794,,72,Chicago,Illinois,United States
Umbrella,,2020-01-01,Referral,1000.0,True,001C000003,1000000.0,,"{""type"": ""B"", ""value"": 200}",,,0.5,,36.0,145,Chicago,Illinois,United States
Umbrella,,2022-12-01,Email Campaign,50000.0,True,,1000000.0,2024-05-05,"{""type"": ""A"", ""value"": 100}",North America,,1.0,0.7016,1.0,42,San Francisco,California,United States
Soylent,,2025-05-17,Social Media,,True,001C000003,1000000.0,2024-09-28,,North America,Notes_Flag,0.25,0.405,8.0,250,San Francisco,California,United States
Acme Corp,contact@acme.com,2022-12-01,Email Campaign,10000.0,True,,999999.0,2024-05-05,,,,0.25,,,319,New York City,New York,United States
Globex,help@globex.com,2024-04-28,Trade Show,1000.0,True,,1000000.0,,"{""type"": ""B"", ""value"": 200}",,Notes_Flag,0.25,0.2445,11.0,417,Chicago,Illinois,United States
Umbrella,,2020-01-01,Trade Show,1000.0,True,001B000002,999999.0,,,,Notes_Flag,0.1,0.0725,44.0,349,San Francisco,California,United States
Acme Corp,contact@acme.com,,Trade Show,50000.0,False,001B000002,1000000.0,2024-05-05,,North America,,0.25,,6.0,289,Chicago,Illinois,United States
Globex,help@globex.com,2020-01-01,Social Media,10000.0,True,,1000000.0,2024-05-05,,,,1.0,0.3868,,146,New York City,New York,United States
,,2022-12-01,Email Campaign,1000.0,False,,1000000.0,,,,,0.25,0.4311,50.0,116,Chicago,Illinois,United States
Acme Corp,contact@acme.com,,Social Media,10000.0,True,001C000003,1000000.0,,"{""type"": ""B"", ""value"": 200}",North America,Notes_Flag,,,8.0,410,San Francisco,California,United States
Umbrella,,2023-04-19,Email Campaign,10000.0,True,001A000001,1000000.0,2024-05-05,,,,0.5,0.0897,48.0,92,New York City,New York,United States
Globex,help@globex.com,2020-01-01,Referral,50000.0,False,001B000002,1000000.0,2025-06-15,,,Notes_Flag,0.75,0.9271,,100,San Francisco,California,United States
,,2022-12-19,Referral,10000.0,False,001B000002,1000000.0,2024-08-22,"{""type"": ""B"", ""value"": 200}",North America,,0.5,,22.0,225,Chicago,Illinois,United States
Globex,help@globex.com,2020-01-01,Referral,1000.0,True,001C000003,1000000.0,,,,,,0.7772,13.0,454,Chicago,Illinois,United States
Umbrella,,2024-09-05,Social Media,0.0,False,,2500000.0,2024-12-18,,North America,,,0.8007,37.0,12,Chicago,Illinois,United States
Soylent,,2022-12-01,Email Campaign,10000.0,False,001A000001,1000000.0,2025-07-19,"{""type"": ""A"", ""value"": 100}",North America,,0.5,,,196,San Francisco,California,United States
Acme Corp,contact@acme.com,2024-10-16,Social Media,1000.0,True,,999999.0,2024-05-05,,,,0.25,0.0401,6.0,488,San Francisco,California,United States
Soylent,,2023-07-11,Referral,10000.0,False,001A000001,1000000.0,2024-05-05,,North America,,0.75,0.9131,13.0,63,New York City,New York,United States
Initech,,2022-12-01,Trade Show,10000.0,False,001B000002,2500000.0,,,North America,Notes_Flag,0.75,,20.0,251,New York City,New York,United States
Acme Corp,contact@acme.com,2022-12-22,Referral,10000.0,False,001A000001,1000000.0,2024-10-02,"{""type"": ""B"", ""value"": 200}",North America,Notes_Flag,,0.2199,,30,Chicago,Illinois,United States
Acme Corp,contact@acme.com,2025-03-23,Trade Show,10000.0,True,,999999.0,,,North America,Notes_Flag,0.1,0.7093,6.0,75,San Francisco,California,United States
Soylent,,2023-11-07,Email Campaign,1000.0,True,001B000002,1000000.0,2024-11-13,"{""type"": ""A"", ""value"": 100}",,Notes_Flag,0.75,,13.0,54,New York City,New York,United States
Acme Corp,contact@acme.com,2024-03-02,Trade Show,1000.0,True,,2500000.0,,"{""type"": ""A"", ""value"": 100}",,Notes_Flag,0.25,0.5522,3.0,43,San Francisco,California,United States
Umbrella,,2022-12-01,Trade Show,10000.0,True,001C000003,1000000.0,,,North America,,,0.1492,,426,San Francisco,California,United States
Umbrella,,2024-10-01,Email Campaign,50000.0,True,,100000.0,2025-07-20,,,Notes_Flag,0.5,,21.0,241,San Francisco,California,United States
Globex,help@globex.com,,Trade Show,10000.0,True,001B000002,1000000.0,2024-12-08,,North America,Notes_Flag,,0.5335,39.0,437,New York City,New York,United States
Acme Corp,contact@acme.com,2024-06-20,Social Media,1000.0,False,001B000002,5000000.0,2024-10-20,,North America,,0.1,0.2479,29.0,237,Chicago,Illinois,United States
Initech,,,Email Campaign,1000.0,True,,1000000.0,,,,Notes_Flag,0.1,,,355,Chicago,Illinois,United States
Umbrella,,,Email Campaign,50000.0,False,001C000003,1000000.0,,,North America,,0.25,0.9371,16.0,340,Chicago,Illinois,United States
Globex,help@globex.com,,Social Media,10000.0,False,,1000000.0,,"{""type"": ""B"", ""value"": 200}",,,1.0,0.9708,1.0,321,New York City,New York,United States
Soylent,,2025-01-14,Referral,10000.0,False,,999999.0,,"{""type"": ""B"", ""value"": 200}",North America,Notes_Flag,0.1,,8.0,461,Chicago,Illinois,United States
Umbrella,,,Trade Show,50000.0,True,001A000001,5000000.0,,,North America,Notes_Flag,0.75,0.343,,435,Chicago,Illinois,United States
Acme Corp,contact@acme.com,2022-12-01,Email Campaign,1000.0,False,,,2024-05-05,,North America,,0.5,0.1324,22.0,268,San Francisco,California,United States
Globex,help@globex.com,2022-12-01,Trade Show,0.0,True,001C000003,1000000.0,,,North America,,0.1,,1.0,118,New York City,New York,United States
Umbrella,,2025-03-13,Referral,50000.0,True,001C000003,1000000.0,,,North America,Notes_Flag,0.1,0.546,1.0,53,San Francisco,California,United States
Acme Corp,contact@acme.com,2024-04-20,Social Media,,True,001A000001,1000000.0,,,North America,,1.0,0.2851,,77,San Francisco,California,United States
Umbrella,,2022-12-01,Trade Show,10000.0,False,001C000003,2500000.0,,"{""type"": ""A"", ""value"": 100}",,Notes_Flag,1.0,,18.0,397,San Francisco,California,United States
Globex,help@globex.com,2020-01-01,Trade Show,1000.0,True,001C000003,5000000.0,2024-11-04,,North America,,0.75,0.0894,36.0,320,Chicago,Illinois,United States
Initech,,2022-12-01,Email Campaign,10000.0,False,,5000000.0,,,North America,Notes_Flag,1.0,0.2115,19.0,497,New York City,New York,United States
Globex,help@globex.com,,Social Media,1000.0,True,001A000001,5000000.0,2024-05-05,,North America,,0.5,,,181,,,United States
Acme Corp,contact@acme.com,2024-07-11,Email Campaign,,True,001A000001,1000000.0,,,North America,,0.75,0.4262,37.0,377,,,
Wonka,,,Partner,50000.0,False,001B000002,999999.0,,,,Notes_Flag,1.0,0.522,22.0,493,San Francisco,California,United States
Initech,,2025-05-09,Email Campaign,25000.0,False,001A000001,1000000.0,,,North America,,0.1,,10.0,44,New York City,New York,United States
Globex,help@globex.com,2022-12-01,Email Campaign,50000.0,True,001B000002,5000000.0,2024-05-05,"{""type"": ""B"", ""value"": 200}",North America,Notes_Flag,,0.8118,,480,Chicago,Illinois,United States
Acme Corp,contact@acme.com,2020-01-01,Social Media,,True,001B000002,2500000.0,,"{""type"": ""B"", ""value"": 200}",North America,Notes_Flag,0.1,0.0069,49.0,132,Chicago,Illinois,United States
Globex,help@globex.com,,Social Media,25000.0,,001A000001,1000000.0,,"{""type"": ""A"", ""value"": 100}",North America,,0.5,,6.0,328,San Francisco,California,United States
Umbrella,,2023-03-01,Social Media,10000.0,False,001C000003,999999.0,2025-02-18,,North America,,1.0,0.9642,17.0,79,San Francisco,California,United States
Globex,help@globex.com,2025-05-22,,50000.0,True,,1000000.0,,,North America,,0.5,0.8291,,359,New York City,New York,United States
Acme Corp,contact@acme.com,2020-01-01,Referral,,False,001C000003,,2024-05-05,"{""type"": ""B"", ""value"": 200}",North America,,0.1,,8.0,96,,,United States
Umbrella,,2020-01-01,Partner,10000.0,False,,1000000.0,,,,Notes_Flag,1.0,0.4724,14.0,378,Chicago,Illinois,United States
Umbrella,,2025-02-08,Referral,50000.0,False,,,,"{""type"": ""A"", ""value"": 100}",North America,,0.5,0.1732,36.0,357,New York City,New York,United States
Globex,help@globex.com,2022-12-01,Email Campaign,1000.0,True,,1000000.0,2025-04-28,"{""type"": ""A"", ""value"": 100}",,,1.0,,,187,New York City,New York,United States
Wonka,,2025-04-10,Partner,,True,,1000000.0,2024-05-05,,,,,0.7029,7.0,436,San Francisco,California,United States
Acme Corp,contact@acme.com,,Referral,10000.0,False,001B000002,1000000.0,2024-05-05,"{""type"": ""B"", ""value"": 200}",North America,Notes_Flag,0.75,0.2147,33.0,92,San Francisco,California,United States
Globex,help@globex.com,,Referral,,True,,1000000.0,,"{""type"": ""A"", ""value"": 100}",North America,,0.5,,16.0,204,Chicago,Illinois,United States
Wonka,,2022-12-01,Email Campaign,1000.0,False,,1000000.0,2025-05-31,,North America,Notes_Flag,0.25,0.9915,,146,Chicago,Illinois,United States
Globex,help@globex.com,,,,True,,1000000.0,,"{""type"": ""A"", ""value"": 100}",,Notes_Flag,0.25,0.9395,16.0,218,Chicago,Illinois,United States
Initech,,2022-12-01,Referral,50000.0,True,001C000003,1000000.0,2025-05-07,,North America,,1.0,,5.0,470,Chicago,Illinois,United States
Soylent,,2024-11-08,,0.0,False,,1000000.0,2024-05-05,"{""type"": ""A"", ""value"": 100}",North America,,0.75,0.2799,0.0,259,New York City,New York,United States
Wonka,,2024-04-04,Email Campaign,50000.0,True,001C000003,,,"{""type"": ""A"", ""value"": 100}",North America,,1.0,0.4222,,136,San Francisco,California,United States
Umbrella,,2020-01-01,Email Campaign,1000.0,False,,1000000.0,,"{""type"": ""B"", ""value"": 200}",North America,,0.75,,16.0,91,New York City,New York,United States
Acme Corp,contact@acme.com,2022-12-01,,25000.0,False,001B000002,2500000.0,,"{""type"": ""B"", ""value"": 200}",North America,,,0.8537,36.0,342,San Francisco,California,United States
,,2022-12-01,Partner,10000.0,False,001A000001,1000000.0,2025-03-13,"{""type"": ""B"", ""value"": 200}",,,1.0,0.5325,18.0,449,San Francisco,California,United States
Acme Corp,contact@acme.com,,Trade Show,10000.0,False,,1000000.0,,"{""type"": ""B"", ""value"": 200}",North America,,0.1,,,339,New York City,New York,United States
Acme Corp,contact@acme.com,2022-12-01,Social Media,50000.0,True,001A000001,1000000.0,,,,,0.1,0.3482,40.0,124,San Francisco,California,United States
Acme Corp,contact@acme.com,2020-01-01,Social Media,0.0,False,,1000000.0,,,North America,,0.1,0.6393,23.0,234,San Francisco,California,United States
Soylent,,2024-10-28,Referral,50000.0,False,001A000001,1000000.0,2024-05-05,,North America,,0.1,,7.0,318,New York City,New York,United States
Acme Corp,contact@acme.com,,Phone Inquiry,,True,001A000001,1000000.0,,"{""type"": ""A"", ""value"": 100}",,,0.25,0.3243,,480,New York City,New York,United States
Acme Corp,contact@acme.com,2024-05-26,Trade Show,50000.0,False,001C000003,1000000.0,2024-11-15,"{""type"": ""A"", ""value"": 100}",North America,,,0.698,11.0,356,New York City,New York,United States
Umbrella,,2022-12-01,Trade Show,50000.0,False,001C000003,100000.0,2024-05-05,,North America,Notes_Flag,0.5,,49.0,448,San Francisco,California,United States
Soylent,,,Email Campaign,10000.0,False,001C000003,999999.0,,,North America,,,0.794,33.0,110,New York City,New York,United States
Globex,help@globex.com,2025-06-01,,10000.0,False,,2500000.0,2024-05-05,,,,0.75,0.7418,,274,Chicago,Illinois,United States
Initech,,2020-01-01,Referral,1000.0,False,001B000002,1000000.0,,,,,1.0,,24.0,438,New York City,New York,United States
Soylent,,,Phone Inquiry,50000.0,False,,1000000.0,,"{""type"": ""B"", ""value"": 200}",North America,,0.1,0.9289,29.0,399,New York City,New York,United States
Acme Corp,contact@acme.com,2020-01-01,Referral,10000.0,True,,1000000.0,,,North America,Notes_Flag,0.5,0.957,12.0,493,New York City,New York,United States
Umbrella,,2020-01-01,Trade Show,10000.0,False,001C000003,1000000.0,,"{""type"": ""B"", ""value"": 200}",North America,,0.75,,,71,Chicago,Illinois,United States
Soylent,,2022-12-01,Email Campaign,25000.0,True,,5000000.0,2024-05-05,"{""type"": ""B"", ""value"": 200}",,,1.0,0.0796,22.0,48,San Francisco,California,United States
Initech,,,Trade Show,25000.0,True,,999999.0,,"{""type"": ""A"", ""value"": 100}",North America,Notes_Flag,,0.23,12.0,447,Chicago,Illinois,United States
Globex,help@globex.com,,Trade Show,10000.0,False,001B000002,1000000.0,2025-05-17,"{""type"": ""A"", ""value"": 100}",,,1.0,,8.0,97,New York City,New York,United States
Acme Corp,contact@acme.com,2022-12-01,Referral,1000.0,True,001B000002,5000000.0,,"{""type"": ""B"", ""value"": 200}",North America,,0.1,0.492,,155,New York City,New York,United States
Umbrella,,2024-10-18,Email Campaign,50000.0,False,001C000003,100000.0,2024-08-28,,North America,,0.5,0.2693,12.0,269,New York City,New York,United States
Acme Corp,contact@acme.com,,Social Media,,True,001B000002,5000000.0,2024-10-30,"{""type"": ""B"", ""value"": 200}",,,0.5,,5.0,330,San Francisco,California,United States
Globex,help@globex.com,,,10000.0,False,001B000002,1000000.0,,"{""type"": ""A"", ""value"": 100}",North America,,0.5,0.2039,40.0,453,,,United States
Globex,help@globex.com,2023-08-24,,1000.0,False,,1000000.0,,,North America,,1.0,0.0144,,114,New York City,New York,United States
Soylent,,2025-03-07,Referral,50000.0,True,,1000000.0,,,,,0.5,,24.0,65,New York City,New York,United States
Initech,,2022-12-01,Referral,10000.0,True,001B000002,2500000.0,,,,,0.25,0.4821,35.0,54,,,United States
Umbrella,,,Email Campaign,50000.0,False,001B000002,100000.0,2024-09-05,,North America,Notes_Flag,0.75,0.9136,34.0,417,San Francisco,California,United States
Globex,help@globex.com,2022-12-01,Phone Inquiry,,True,001B000002,1000000.0,,"{""type"": ""B"", ""value"": 200}",North America,,0.1,,,208,New York City,New York,United States
Umbrella,,2022-11-08,Trade Show,25000.0,False,001A000001,999999.0,,,North America,,0.75,0.8108,30.0,445,New York City,New York,United States
Acme Corp,contact@acme.com,,Referral,0.0,False,001A000001,2500000.0,2024-05-05,,North America,Notes_Flag,0.5,0.3189,47.0,500,San Francisco,California,United States
Globex,help@globex.com,,Email Campaign,,False,001B000002,,2024-05-05,"{""type"": ""A"", ""value"": 100}",North America,Notes_Flag,,,5.0,121,Chicago,Illinois,United States
,,2020-01-01,Referral,10000.0,False,,1000000.0,,"{""type"": ""B"", ""value"": 200}",,,1.0,0.89,,78,New York City,New York,United States
Acme Corp,contact@acme.com,,Trade Show,1000.0,False,,1000000.0,,"{""type"": ""B"", ""value"": 200}",,Notes_Flag,1.0,0.0849,22.0,447,Chicago,Illinois,United States
Umbrella,,2025-07-04,Referral,0.0,False,,,2025-04-10,"{""type"": ""B"", ""value"": 200}",North America,,0.1,,46.0,86,New York City,New York,United States
Globex,help@globex.com,2022-11-10,Social Media,10000.0,True,,2500000.0,2024-12-18,,North America,,0.1,0.4214,7.0,377,San Francisco,California,United States
Umbrella,,2025-03-10,Referral,10000.0,True,001C000003,,2024-05-05,,North America,Notes_Flag,1.0,0.7562,,473,San Francisco,California,United States
Acme Corp,contact@acme.com,2022-12-01,Social Media,,False,001A000001,5000000.0,,,North America,,0.25,,7.0,78,New York City,New York,United States
Globex,help@globex.com,,Social Media,,True,001A000001,1000000.0,2025-05-27,,North America,,0.25,0.3337,26.0,170,San Francisco,California,United States
Wonka,,2024-09-19,Social Media,50000.0,True,001A000001,2500000.0,,,North America,Notes_Flag,0.5,0.8313,37.0,397,New York City,New York,United States
Acme Corp,contact@acme.com,,Email Campaign,50000.0,False,001A000001,1000000.0,2024-05-05,"{""type"": ""B"", ""value"": 200}",North America,Notes_Flag,1.0,,,303,Chicago,Illinois,United States
Umbrella,,2024-10-15,Social Media,25000.0,True,,5000000.0,,,,Notes_Flag,1.0,0.1714,33.0,14,New York City,New York,United States
Globex,help@globex.com,,Email Campaign,50000.0,False,001B000002,,,"{""type"": ""B"", ""value"": 200}",North America,,0.25,0.4203,21.0,335,New York City,New York,United States
Acme Corp,contact@acme.com,2022-12-01,Social Media,50000.0,True,,1000000.0,,,North America,Notes_Flag,,,44.0,417,San Francisco,California,United States
Globex,help@globex.com,2022-12-01,Email Campaign,1000.0,False,001B000002,1000000.0,,,North America,Notes_Flag,,0.5243,,48,New York City,New York,United States
Soylent,,2020-01-01,Trade Show,50000.0,False,001B000002,100000.0,,,North America,,,0.9846,50.0,394,New York City,New York,United States
Soylent,,2022-12-01,Trade Show,10000.0,False,001B000002,5000000.0,,,North America,,0.75,,21.0,493,New York City,New York,United States
Acme Corp,contact@acme.com,2023-11-18,Referral,25000.0,True,001B000002,5000000.0,2024-05-05,"{""type"": ""B"", ""value"": 200}",North America,,0.75,0.9749,13.0,59,Chicago,Illinois,United States
Soylent,,,Email Campaign,10000.0,False,001B000002,2500000.0,,,North America,,1.0,0.871,,351,New York City,New York,United States
Globex,help@globex.com,2022-12-01,Trade Show,50000.0,True,001B000002,100000.0,,,North America,,0.75,,3.0,139,San Francisco,California,United States
Acme Corp,contact@acme.com,2023-04-18,Social Media,1000.0,True,001B000002,1000000.0,,"{""type"": ""A"", ""value"": 100}",North America,Notes_Flag,,0.5432,50.0,199,Chicago,Illinois,United States
Acme Corp,contact@acme.com,2022-12-01,Trade Show,50000.0,True,001A000001,1000000.0,,,North America,Notes_Flag,0.1,0.928,12.0,156,New York City,New York,United States
Globex,help@globex.com,2020-01-01,Phone Inquiry,10000.0,False,,1000000.0,,"{""type"": ""B"", ""value"": 200}",North America,,,,,112,Chicago,Illinois,United States
Acme Corp,contact@acme.com,2024-01-28,Email Campaign,10000.0,False,001A000001,1000000.0,,,,,0.75,0.5727,32.0,498,New York City,New York,United States
Acme Corp,contact@acme.com,,Web,10000.0,False,,999999.0,,,North America,,0.1,0.5538,36.0,237,New York City,New York,United States
Globex,help@globex.com,2020-01-01,Social Media,0.0,False,001A000001,5000000.0,,,North America,,0.75,,18.0,114,San Francisco,California,United States
Acme Corp,contact@acme.com,2022-12-01,Referral,25000.0,False,001B000002,1000000.0,2025-04-29,,North America,,0.5,0.9551,,272,San Francisco,California,United States
Initech,,2022-12-01,Phone Inquiry,1000.0,True,,1000000.0,,"{""type"": ""B"", ""value"": 200}",,,,0.263,37.0,205,Chicago,Illinois,United States
Globex,help@globex.com,2022-12-01,Social Media,50000.0,False,001C000003,,,,North America,,0.5,,3.0,210,San Francisco,California,United States
Umbrella,,,Social Media,10000.0,True,001B000002,100000.0,,"{""type"": ""B"", ""value"": 200}",,,0.75,0.3443,20.0,449,New York City,New York,United States
