Account Name,account_name,AccountName,Contact Email,contact_email,Created Date,created_date,Lead Source,lead_source,Opportunity Amount,opportunity_amount,Is Active,is_active,SFDC ID,sfdc_id,Annual Revenue,annual_revenue,Last Activity,Custom Field,Region,Unnamed: 0,,Random Notes,Deal Score,Engagement Level,Num Calls,Time on Page (sec),City,State,Country
,Soylent,Globex,invalid@,user@,2024-09-10 19:35:42.522346,,,Email Campaign,,,no,False,,001B000002,5000000,,,"{""type"": null}",North America,229,,,,0.8831338019726781,24.0,318,Chicago,California,us
,Soylent,Globex,noemail,help@globex.com,not_a_date,2025-05-18 19:35:42.523746,Phone Inquiry,Social Media,,N/A,no,0,,001B000002,N/A,1000000,,"{""type"": ""A"", ""value"": 100}",United States,230,,,100.0,0.39145653257694046,23.0,357,,Illinois,us
,Acme Corp,,invalid@,missing.com,,NaT,Partner,,,N/A,,True,abc123,001C000003,1000000.00,1000000,,N/A,US,231,,,50.0,,30.0,81,Chicago,IL,United States
,Umbrella,,contact@acme.com,user@,,2022/12/01,Partner,Referral,1000,N/A,,True,XYZ-00001,,N/A,,,N/A,,232,,,50.0,0.25741015392143574,,281,,NY,
Globex,Acme Corp,,contact@acme.com,,,,Partner,Referral,Ten Thousand,25000,no,0,001A000001,001B000002,one million,,,"{""type"": null}",US,233,,,10.0,0.45490308632572907,35.0,479,San Francisco,CA,U.S.
Initech,Soylent,Globex,,user@,2025-06-07 19:35:42.522358,NaT,,Referral,Ten Thousand,0,True,,001A000001,BAD_ID,"$1,000,000",1000000,2024-08-20 19:37:11.168293,N/A,NA,234,,Valid,100.0,,20.0,60,San Francisco,CA,United States
,Soylent,Globex,,help@globex.com,not_a_date,NaT,,Social Media,Ten Thousand,0,True,True,,001B000002,100000,1000000,Called client,,NA,235,,,25.0,0.9347371659542277,12.0,241,nyc,Illinois,us
,Soylent,Wonka,contact@acme.com,missing.com,not_a_date,2025-06-22 19:35:42.523760,,Trade Show,,,,1,XYZ-00001,12345,"$5,000,000",,2024-11-25 19:37:11.168298,,N.A.,236,,Valid,50.0,0.8419106236307783,,34,nyc,California,U.S.
Initech,Soylent,Initech,noemail,help@globex.com,not_a_date,2022/12/01,Phone Inquiry,,,25000,no,False,001A000001,001B000002,,,2024-05-05,"{""type"": ""A"", ""value"": 100}",US,237,,,10.0,,7.0,96,Chicago,Illinois,U.S.
Globex,Soylent,,contact@acme.com,help@globex.com,,2023-03-20 19:35:42.523764,Phone Inquiry,Referral,,0,True,0,abc123,12345,1000000.00,1000000,,"{""type"": ""A"", ""value"": 100}",US,238,,See notes,,0.9085341824609853,35.0,192,,Illinois,USA
Initech,Soylent,Globex,noemail,missing.com,01-01-2020,2023-07-12 19:35:42.523766,Phone Inquiry,Email Campaign,50000,N/A,False,1,,BAD_ID,1000K,1000000,42,"{""type"": ""B"", ""value"": 200}",North America,239,,Valid,25.0,0.6318252231198995,8.0,326,,IL,United States
Globex,,Initech,contact@acme.com,help@globex.com,not_a_date,2022/12/01,,Trade Show,,25000,no,True,abc123,001C000003,1000000,999999,,"{""type"": ""B"", ""value"": 200}",US,240,,,50.0,,,28,New York,Illinois,USA
,Globex,Initech,invalid@,missing.com,01-01-2020,2023-10-22 19:35:42.523771,Partner,Email Campaign,Ten Thousand,0,False,,,BAD_ID,1000000,1000000,Called client,"{""type"": ""A"", ""value"": 100}",NA,241,,Valid,50.0,0.7517777576453794,7.0,90,New York,CA,USA
Acme Corp,Soylent,,noemail,help@globex.com,not_a_date,NaT,,Social Media,,Fifty Thousand,True,False,001A000001,,,999999,2024-10-21 19:37:11.168311,"{""type"": ""B"", ""value"": 200}",NA,242,,,25.0,0.05131169443472905,15.0,473,,California,U.S.
Globex,Umbrella,Initech,invalid@,missing.com,,,,Email Campaign,Ten Thousand,,False,,001A000001,001B000002,1000000,,Called client,,,243,,,75.0,,15.0,206,,IL,United States
,Umbrella,,contact@acme.com,missing.com,01-01-2020,2023-09-16 19:35:42.523777,Web,Social Media,1000,0,no,,XYZ-00001,12345,1000K,1000000,,"{""type"": ""B"", ""value"": 200}",United States,244,,,75.0,0.25732957369257536,,346,San Francisco,IL,
,Soylent,,contact@acme.com,user@,2025-05-16 19:35:42.522382,NaT,,Referral,1000,N/A,True,True,,001C000003,5000000,999999,,N/A,,245,,,10.0,0.46921175412810523,5.0,213,nyc,CA,United States
,Umbrella,Initech,noemail,missing.com,01-01-2020,2022/12/01,Partner,Trade Show,Ten Thousand,N/A,,0,abc123,001C000003,one million,999999,2024-05-05,,North America,246,,N/A,50.0,,9.0,218,nyc,IL,United States
Acme Corp,Umbrella,Globex,,,,2023-02-17 19:35:42.523784,,Social Media,Ten Thousand,0,False,,XYZ-00001,,2500000,1000000,42,"{""type"": ""B"", ""value"": 200}",,247,,N/A,10.0,0.8378311829946699,28.0,171,Chicago,IL,United States
,Acme Corp,,,help@globex.com,2024-12-04 19:35:42.522388,NaT,,Trade Show,,25000,no,0,001A000001,BAD_ID,1000000,1000000,42,N/A,United States,248,,N/A,,0.3722445278873078,,146,New York,NY,U.S.
Initech,Globex,Globex,invalid@,help@globex.com,,,,,,0,no,True,XYZ-00001,12345,1000000.00,999999,,"{""type"": ""A"", ""value"": 100}",N.A.,249,,See notes,10.0,,40.0,109,San Francisco,NY,United States
Initech,Umbrella,Globex,invalid@,help@globex.com,2025-01-04 19:35:42.522392,NaT,Web,Trade Show,,,active,,001A000001,12345,2.5M,,2025-01-03 19:37:11.168348,"{""type"": null}",United States,250,,Valid,100.0,0.6521522847936827,15.0,408,Chicago,California,United States
,Umbrella,,,missing.com,2024-08-24 19:35:42.522500,NaT,Phone Inquiry,,,0,False,True,XYZ-00001,12345,100000,1000000,2024-05-05,"{""type"": ""A"", ""value"": 100}",N.A.,251,,See notes,,0.8324643420232115,35.0,323,chicago,CA,
Initech,Soylent,,noemail,user@,not_a_date,NaT,Partner,Social Media,1000,Fifty Thousand,,False,,BAD_ID,"1,000,000",1000000,Called client,"{""type"": ""A"", ""value"": 100}",United States,252,,,75.0,,,457,San Francisco,California,
,Umbrella,,,user@,2025-04-11 19:35:42.522508,,,Referral,50000,0,False,True,,BAD_ID,,999999,2024-05-05,"{""type"": ""B"", ""value"": 200}",United States,253,,N/A,,0.7277419768731782,6.0,75,nyc,IL,USA
,Umbrella,,invalid@,missing.com,2025-05-19 19:35:42.522511,,,,50000,,active,,abc123,001B000002,two million five hundred thousand,999999,Called client,,United States,254,,,75.0,0.9973630257900697,42.0,157,New York,,U.S.
,Umbrella,Initech,noemail,help@globex.com,not_a_date,2023-02-04 19:35:42.523801,Phone Inquiry,Social Media,,25000,False,False,XYZ-00001,,2500000,,2025-03-06 19:37:11.168359,"{""type"": ""A"", ""value"": 100}",North America,255,,,75.0,,29.0,471,,CA,
,Globex,Wonka,contact@acme.com,missing.com,2024-12-12 19:35:42.522518,2025-06-20 19:35:42.523803,Phone Inquiry,Referral,1000,25000,no,1,XYZ-00001,001C000003,2.5M,1000000,Called client,"{""type"": null}",North America,256,,,10.0,0.5254958368035283,,328,,,
Acme Corp,Acme Corp,Initech,invalid@,user@,2025-04-22 19:35:42.522522,,Phone Inquiry,Email Campaign,,25000,active,1,001A000001,001B000002,5M,1000000,2024-05-05,,North America,257,,See notes,10.0,0.2951069681265871,14.0,7,Chicago,CA,USA
Acme Corp,,Wonka,noemail,help@globex.com,01-01-2020,2024-04-04 19:35:42.523808,,Email Campaign,1000,Fifty Thousand,,True,XYZ-00001,001C000003,1000K,1000000,Called client,"{""type"": ""B"", ""value"": 200}",NA,258,,,10.0,,15.0,290,chicago,California,U.S.
Initech,Umbrella,Wonka,noemail,user@,,2024-07-05 19:35:42.523810,Partner,,,0,no,0,,001B000002,"1,000,000",999999,,N/A,,259,,See notes,,0.8491175973136836,28.0,195,Chicago,NY,us
,,Initech,,user@,not_a_date,,Partner,Social Media,Ten Thousand,N/A,,1,XYZ-00001,BAD_ID,5M,999999,42,N/A,US,260,,Valid,75.0,0.4831914951932951,,63,chicago,Illinois,USA
,Globex,,contact@acme.com,user@,2024-12-08 19:35:42.522536,2023-01-13 19:35:42.523814,,Social Media,Ten Thousand,25000,yes,True,001A000001,,1000K,1000000,42,"{""type"": null}",,261,,See notes,,,0.0,270,,Illinois,United States
,Globex,Initech,,,01-01-2020,NaT,,Social Media,1000,,no,,abc123,001C000003,2500000,,42,"{""type"": ""B"", ""value"": 200}",N.A.,262,,Valid,100.0,0.9011074387314589,39.0,175,nyc,California,
,Globex,Globex,,missing.com,,NaT,,,Ten Thousand,Fifty Thousand,no,1,,BAD_ID,2.5M,999999,2024-11-01 19:37:11.168376,"{""type"": null}",NA,263,,,,0.26597326740541294,4.0,14,chicago,CA,
,Umbrella,Initech,contact@acme.com,,01-01-2020,2025-03-19 19:35:42.523821,,Trade Show,50000,,no,1,001A000001,12345,one million,1000000,2024-08-25 19:37:11.168378,N/A,US,264,,,75.0,,,5,,N.Y.,U.S.
Acme Corp,Soylent,Wonka,contact@acme.com,help@globex.com,,2024-04-30 19:35:42.523823,Phone Inquiry,Referral,50000,N/A,yes,1,001A000001,12345,1M,1000000,2024-11-01 19:37:11.168381,"{""type"": ""B"", ""value"": 200}",US,265,,,,0.02228828839388952,7.0,80,Chicago,Illinois,United States
Acme Corp,Acme Corp,,contact@acme.com,missing.com,01-01-2020,2022/12/01,Partner,Social Media,,25000,active,0,001A000001,001C000003,2500000,999999,,,NA,266,,N/A,25.0,0.42035291519363216,13.0,159,chicago,N.Y.,United States
Globex,Globex,Globex,invalid@,help@globex.com,01-01-2020,NaT,Web,,1000,25000,yes,True,001A000001,001C000003,1M,1000000,2024-05-05,,N.A.,267,,,100.0,,32.0,128,Chicago,California,United States
Initech,Globex,Wonka,invalid@,user@,01-01-2020,NaT,Web,,,0,yes,False,001A000001,12345,100000,,2025-04-03 19:37:11.168387,N/A,NA,268,,See notes,10.0,0.5629654028889096,,240,chicago,,USA
,Soylent,,,,,2023-12-04 19:35:42.523832,Phone Inquiry,Referral,1000,0,False,False,,,One Million,999999,2024-11-08 19:37:11.168389,,North America,269,,N/A,100.0,0.3308730295411678,45.0,207,Chicago,,United States
Acme Corp,Umbrella,Globex,contact@acme.com,user@,01-01-2020,2024-08-08 19:35:42.523835,Web,Email Campaign,1000,Fifty Thousand,True,,abc123,001B000002,2.5M,999999,42,,United States,270,,Valid,,,2.0,205,,California,us
Acme Corp,Umbrella,,,user@,,2023-11-28 19:35:42.523837,,Social Media,50000,Fifty Thousand,False,1,,,Not Available,,2025-05-28 19:37:11.168394,"{""type"": ""B"", ""value"": 200}",,271,,,75.0,0.16512037844817218,44.0,83,New York,Illinois,USA
Globex,Globex,Globex,,user@,2025-03-07 19:35:42.522571,NaT,Partner,Referral,1000,,True,1,,BAD_ID,5000000,,Called client,N/A,North America,272,,N/A,25.0,0.33401201423881155,,497,New York,IL,U.S.
,Soylent,Globex,noemail,user@,not_a_date,NaT,,Referral,,N/A,True,0,XYZ-00001,001C000003,One Million,,2024-05-05,"{""type"": ""A"", ""value"": 100}",N.A.,273,,Valid,10.0,,2.0,72,nyc,IL,us
Acme Corp,Soylent,Wonka,,,not_a_date,2022/12/01,Web,Email Campaign,Ten Thousand,Fifty Thousand,True,,,12345,100000,,2025-06-22 19:37:11.168400,"{""type"": null}",United States,274,,,75.0,0.5890435410463439,28.0,203,,Illinois,U.S.
,Umbrella,,noemail,user@,2024-08-08 19:35:42.522578,,Web,,1000,0,,0,XYZ-00001,001C000003,One Million,1000000,2024-09-30 19:37:11.168403,N/A,United States,275,,,50.0,0.4417847826526453,2.0,444,chicago,Illinois,us
Acme Corp,Acme Corp,,invalid@,,,,Phone Inquiry,Email Campaign,1000,N/A,,,XYZ-00001,BAD_ID,1000K,,2024-05-05,N/A,North America,276,,,100.0,,,426,San Francisco,NY,us
Initech,Umbrella,Globex,noemail,missing.com,not_a_date,NaT,,Email Campaign,,Fifty Thousand,yes,1,,001C000003,5M,,2025-05-13 19:37:11.168407,N/A,,277,,,75.0,0.6086716523916307,3.0,346,Chicago,Illinois,U.S.
Acme Corp,,Globex,invalid@,user@,not_a_date,NaT,Web,Referral,,0,False,True,001A000001,,N/A,1000000,2024-05-05,"{""type"": null}",US,278,,N/A,100.0,0.30345757625596603,20.0,285,,California,us
Globex,Globex,,noemail,,not_a_date,NaT,Web,Email Campaign,,N/A,True,True,abc123,001B000002,two million five hundred thousand,1000000,,"{""type"": null}",North America,279,,Valid,,,4.0,44,San Francisco,California,United States
Acme Corp,Acme Corp,,,missing.com,,,Partner,Email Campaign,1000,Fifty Thousand,yes,True,XYZ-00001,12345,2.5M,1000000,2025-06-23 19:37:11.168413,"{""type"": ""A"", ""value"": 100}",N.A.,280,,,25.0,0.6776954828113353,,35,,CA,us
Acme Corp,Globex,Wonka,contact@acme.com,help@globex.com,not_a_date,,,Referral,Ten Thousand,25000,,False,XYZ-00001,001B000002,1000000.00,,2024-11-03 19:37:11.168415,"{""type"": ""A"", ""value"": 100}",NA,281,,,25.0,0.185530887173862,12.0,361,New York,NY,United States
,Acme Corp,,invalid@,,not_a_date,2022/12/01,Phone Inquiry,Referral,50000,0,False,,abc123,001C000003,2.5M,999999,Called client,"{""type"": null}",US,282,,See notes,75.0,,15.0,62,,Illinois,USA
,Soylent,Wonka,,,not_a_date,2022/12/01,,Trade Show,50000,,active,,,12345,1000000.00,999999,,"{""type"": null}",N.A.,283,,N/A,50.0,0.16640169519366077,30.0,222,chicago,CA,United States
,Acme Corp,Globex,invalid@,help@globex.com,not_a_date,2023-08-04 19:35:42.523866,Partner,Trade Show,1000,,active,True,XYZ-00001,001C000003,N/A,1000000,2024-05-05,,N.A.,284,,See notes,,0.1517640976371194,,466,,NY,USA
Acme Corp,Umbrella,,contact@acme.com,,2024-09-22 19:35:42.522601,2023-02-05 19:35:42.523868,,Social Media,1000,0,False,1,001A000001,,2500000,1000000,42,"{""type"": ""B"", ""value"": 200}",,285,,Valid,,,14.0,471,Chicago,CA,United States
Initech,Globex,Wonka,contact@acme.com,help@globex.com,,NaT,Partner,,,Fifty Thousand,no,,001A000001,12345,One Million,,42,"{""type"": null}",N.A.,286,,See notes,100.0,0.6387137291873083,4.0,389,,IL,USA
Initech,Soylent,Wonka,contact@acme.com,help@globex.com,not_a_date,,,Social Media,,Fifty Thousand,yes,1,001A000001,BAD_ID,"1,000,000",1000000,2024-05-05,N/A,US,287,,See notes,25.0,0.4861499957474881,33.0,379,,California,us
,Acme Corp,Globex,noemail,,not_a_date,2025-06-27 19:35:42.523875,,Social Media,,N/A,no,0,abc123,001C000003,Not Available,1000000,Called client,"{""type"": ""B"", ""value"": 200}",North America,288,,,50.0,,,183,Chicago,NY,USA
Initech,,Globex,contact@acme.com,missing.com,not_a_date,,,Email Campaign,,0,no,1,XYZ-00001,001B000002,100000,1000000,42,,United States,289,,Valid,10.0,0.5122543931309184,37.0,237,chicago,NY,USA
Globex,,Wonka,invalid@,,2024-10-04 19:35:42.522612,2025-07-09 19:35:42.523879,,Trade Show,50000,N/A,yes,0,XYZ-00001,BAD_ID,"$1,000,000",,Called client,N/A,North America,290,,,50.0,0.20327388853364414,2.0,293,nyc,NY,
Initech,Umbrella,Wonka,,missing.com,2025-07-15 19:35:42.522614,NaT,Phone Inquiry,Referral,50000,25000,yes,0,001A000001,12345,two million five hundred thousand,1000000,Called client,N/A,United States,291,,See notes,75.0,,27.0,449,chicago,CA,us
Globex,Globex,Wonka,,help@globex.com,2025-01-13 19:35:42.522616,NaT,,Trade Show,,,,0,XYZ-00001,001C000003,N/A,,Called client,"{""type"": ""A"", ""value"": 100}",US,292,,,50.0,0.6233583980677653,,383,nyc,NY,USA
Acme Corp,Umbrella,Initech,,missing.com,2025-01-03 19:35:42.522618,,Partner,Referral,50000,Fifty Thousand,False,False,abc123,BAD_ID,1000K,999999,2024-11-10 19:37:11.168442,,North America,293,,,50.0,0.7167301372119237,35.0,73,,NY,United States
Acme Corp,,,,user@,2024-12-31 19:35:42.522621,NaT,,Trade Show,1000,,yes,False,XYZ-00001,,one million,,2024-05-05,N/A,NA,294,,,,,39.0,112,chicago,NY,us
Initech,Soylent,Wonka,,help@globex.com,2024-10-31 19:35:42.522623,,Phone Inquiry,Trade Show,,25000,yes,1,001A000001,001C000003,2.5M,1000000,2024-05-05,"{""type"": ""B"", ""value"": 200}",N.A.,295,,,50.0,0.16506214157667598,4.0,491,Chicago,CA,USA
,Umbrella,Wonka,contact@acme.com,user@,01-01-2020,2022/12/01,Phone Inquiry,Referral,Ten Thousand,,True,True,001A000001,001C000003,one million,,42,"{""type"": null}",NA,296,,See notes,25.0,0.9223090882115497,,272,Chicago,IL,United States
,Globex,,noemail,,2024-08-01 19:35:42.522627,NaT,,Trade Show,Ten Thousand,25000,,True,abc123,BAD_ID,Not Available,,42,"{""type"": ""A"", ""value"": 100}",NA,297,,Valid,,,50.0,61,New York,,
Acme Corp,,,invalid@,missing.com,,2022/12/01,Web,Trade Show,1000,Fifty Thousand,True,,XYZ-00001,BAD_ID,1M,,2025-01-01 19:37:11.168452,"{""type"": null}",North America,298,,,100.0,0.3000872878968427,14.0,228,chicago,,
,Acme Corp,Globex,noemail,,,NaT,Phone Inquiry,Email Campaign,50000,0,active,False,abc123,12345,2500000,,2025-06-15 19:37:11.168455,"{""type"": ""A"", ""value"": 100}",N.A.,299,,Valid,10.0,0.01877079696173589,31.0,83,,,United States
Initech,Acme Corp,,noemail,missing.com,,NaT,,Trade Show,50000,,False,,abc123,12345,Not Available,1000000,2024-05-05,,North America,300,,,,,,342,,,us
,Umbrella,Initech,contact@acme.com,,2025-05-14 19:35:42.522638,2022/12/01,Web,Referral,50000,N/A,False,0,,001B000002,one million,,42,,NA,301,,,100.0,0.2684502803302631,41.0,86,,NY,United States
Acme Corp,Globex,Initech,contact@acme.com,missing.com,,NaT,Phone Inquiry,Email Campaign,1000,0,True,0,abc123,BAD_ID,5M,,2024-05-05,"{""type"": ""A"", ""value"": 100}",United States,302,,N/A,75.0,0.64631157538778,36.0,247,,CA,
Acme Corp,Acme Corp,Initech,,user@,2024-10-27 19:35:42.522647,2022/12/01,,Referral,50000,N/A,no,False,,001C000003,Not Available,,2024-05-05,"{""type"": ""B"", ""value"": 200}",United States,303,,Valid,,,22.0,443,San Francisco,California,USA
Acme Corp,Acme Corp,Initech,noemail,user@,,2023-12-10 19:35:42.523909,Partner,Email Campaign,50000,N/A,yes,1,001A000001,BAD_ID,5M,,Called client,"{""type"": ""B"", ""value"": 200}",US,304,,,100.0,0.31296744074422067,,280,Chicago,Illinois,United States
Globex,Globex,,noemail,user@,,NaT,Web,,50000,25000,yes,0,XYZ-00001,BAD_ID,N/A,1000000,2025-01-08 19:37:11.168467,N/A,United States,305,,See notes,50.0,0.05751164397566366,29.0,195,San Francisco,IL,United States
Acme Corp,Globex,Initech,noemail,,2024-10-02 19:35:42.522658,2024-04-02 19:35:42.523914,Partner,Referral,Ten Thousand,Fifty Thousand,no,,,001B000002,5000000,,2024-05-05,N/A,,306,,See notes,50.0,,25.0,93,,NY,
,Globex,Globex,noemail,help@globex.com,,2023-02-18 19:35:42.523916,Phone Inquiry,,Ten Thousand,0,False,False,,BAD_ID,two million five hundred thousand,,2024-05-05,"{""type"": null}",N.A.,307,,See notes,25.0,0.24091247960525664,8.0,112,nyc,California,United States
,Acme Corp,Wonka,contact@acme.com,help@globex.com,not_a_date,2024-04-08 19:35:42.523919,Partner,Referral,,,True,False,abc123,,one million,1000000,42,"{""type"": null}",North America,308,,,75.0,0.7076781456387028,,116,New York,Illinois,USA
Initech,,Initech,contact@acme.com,missing.com,2024-08-09 19:35:42.522668,2022-12-29 19:35:42.523922,Partner,Referral,,0,no,True,001A000001,BAD_ID,Not Available,1000000,2025-01-01 19:37:11.168479,"{""type"": ""A"", ""value"": 100}",,309,,,25.0,,29.0,433,,Illinois,
,Acme Corp,Wonka,noemail,missing.com,01-01-2020,NaT,Web,Referral,,25000,False,False,abc123,001B000002,100000,1000000,Called client,,N.A.,310,,See notes,10.0,0.11309461476870164,16.0,198,,N.Y.,USA
,Soylent,Initech,contact@acme.com,user@,01-01-2020,,,Trade Show,1000,,,0,001A000001,001C000003,"1,000,000",999999,Called client,"{""type"": ""A"", ""value"": 100}",,311,,,10.0,0.7146175376909442,42.0,12,,N.Y.,us
,Umbrella,,,,not_a_date,2022/12/01,Partner,Trade Show,50000,Fifty Thousand,,0,abc123,001B000002,5000000,,2024-10-14 19:37:11.168490,"{""type"": ""B"", ""value"": 200}",United States,312,,See notes,25.0,,,133,Chicago,California,
Acme Corp,Umbrella,Globex,,help@globex.com,,NaT,,Email Campaign,Ten Thousand,0,no,,abc123,001B000002,2.5M,,Called client,,N.A.,313,,Valid,100.0,0.27290073463101194,44.0,155,,NY,us
,Umbrella,Initech,invalid@,,not_a_date,,Phone Inquiry,,,25000,no,False,,001B000002,"$1,000,000",1000000,2024-05-05,"{""type"": null}",,314,,,100.0,0.7256141286773783,49.0,293,nyc,IL,us
Globex,Acme Corp,Globex,,,01-01-2020,,Web,Trade Show,,Fifty Thousand,no,False,,,1M,,,"{""type"": ""A"", ""value"": 100}",North America,315,,Valid,100.0,,18.0,467,New York,N.Y.,us
,Umbrella,,,user@,not_a_date,2022/12/01,,Email Campaign,,Fifty Thousand,yes,,,12345,100000,999999,2025-04-12 19:37:11.168502,"{""type"": null}",N.A.,316,,Valid,25.0,0.27431016869205216,,340,,IL,us
Acme Corp,Globex,,contact@acme.com,help@globex.com,,NaT,Phone Inquiry,Email Campaign,,N/A,active,0,abc123,BAD_ID,100000,999999,2025-06-13 19:37:11.168504,"{""type"": ""A"", ""value"": 100}",N.A.,317,,Valid,75.0,0.2597188721536323,47.0,371,,N.Y.,us
,Soylent,Wonka,invalid@,user@,,NaT,,Social Media,50000,Fifty Thousand,,True,,,100000,,2024-05-05,"{""type"": ""B"", ""value"": 200}",N.A.,318,,See notes,100.0,,19.0,184,,,United States
Initech,Soylent,Globex,invalid@,help@globex.com,not_a_date,2022/12/01,,Email Campaign,Ten Thousand,N/A,no,,001A000001,001B000002,1000K,999999,,"{""type"": null}",N.A.,319,,N/A,10.0,0.6532078895572557,33.0,490,,California,USA
Globex,Globex,Wonka,invalid@,,not_a_date,2024-09-15 19:35:42.523946,,Social Media,,0,no,1,abc123,BAD_ID,N/A,,Called client,,N.A.,320,,N/A,50.0,0.5540303621246141,,229,Chicago,Illinois,
Globex,,Globex,contact@acme.com,user@,2024-11-02 19:35:42.522695,NaT,,Email Campaign,Ten Thousand,0,active,False,abc123,12345,100000,1000000,2024-05-05,"{""type"": null}",,321,,,10.0,,50.0,197,chicago,Illinois,
,Umbrella,Globex,invalid@,,not_a_date,NaT,Phone Inquiry,Trade Show,50000,25000,,1,,001C000003,2500000,1000000,2024-05-05,"{""type"": ""B"", ""value"": 200}",NA,322,,See notes,25.0,0.04937329689764425,3.0,287,,CA,United States
Globex,,Globex,invalid@,help@globex.com,,NaT,,,1000,25000,no,True,,,100000,1000000,Called client,"{""type"": ""B"", ""value"": 200}",United States,323,,,50.0,0.9704760042557149,44.0,335,,IL,
,Acme Corp,Wonka,,user@,not_a_date,,Partner,Trade Show,50000,,no,False,XYZ-00001,12345,100000,1000000,,,United States,324,,,50.0,,,42,New York,Illinois,us
Globex,,Globex,,user@,2024-08-20 19:35:42.522704,NaT,Partner,,,25000,True,0,abc123,001C000003,"$5,000,000",999999,Called client,,,325,,Valid,75.0,0.5021142155134299,41.0,179,,,USA
,,Wonka,invalid@,user@,01-01-2020,,,Email Campaign,,Fifty Thousand,no,0,001A000001,001C000003,,1000000,,"{""type"": ""B"", ""value"": 200}",,326,,See notes,75.0,0.080736642634189,45.0,499,,CA,USA
,Globex,,,help@globex.com,01-01-2020,2024-03-12 19:35:42.523960,,,50000,0,no,,,BAD_ID,,1000000,2024-05-05,,US,327,,N/A,75.0,,16.0,465,nyc,N.Y.,United States
Globex,Globex,Wonka,,help@globex.com,not_a_date,,,Referral,Ten Thousand,,yes,True,,BAD_ID,N/A,1000000,42,"{""type"": null}",United States,328,,See notes,10.0,0.20992144397385515,,264,nyc,California,us
Initech,Umbrella,Initech,invalid@,user@,not_a_date,NaT,Partner,Social Media,1000,N/A,True,True,,12345,100000,,2024-05-05,"{""type"": ""B"", ""value"": 200}",NA,329,,Valid,,0.50133479374089,35.0,422,Chicago,N.Y.,
Initech,Acme Corp,Initech,noemail,missing.com,not_a_date,2022/12/01,Partner,,50000,Fifty Thousand,active,,001A000001,12345,One Million,999999,Called client,"{""type"": ""B"", ""value"": 200}",North America,330,,,25.0,,4.0,192,chicago,Illinois,United States
Initech,Soylent,Wonka,contact@acme.com,,2025-06-18 19:35:42.522717,2023-12-07 19:35:42.523969,,Referral,1000,25000,active,,XYZ-00001,,2500000,1000000,2025-05-21 19:37:11.168535,"{""type"": ""B"", ""value"": 200}",N.A.,331,,,100.0,0.24628407177827527,24.0,318,San Francisco,CA,us
Globex,Umbrella,Globex,,user@,,NaT,Phone Inquiry,Social Media,50000,,True,True,,12345,Not Available,1000000,42,N/A,NA,332,,Valid,25.0,0.9231937503715212,,363,San Francisco,Illinois,U.S.
Initech,Globex,Globex,invalid@,user@,not_a_date,2022/12/01,,Trade Show,,Fifty Thousand,True,,,,1000000,1000000,,"{""type"": null}",United States,333,,Valid,25.0,,20.0,359,Chicago,CA,
,,,contact@acme.com,missing.com,01-01-2020,2022/12/01,,Email Campaign,Ten Thousand,Fifty Thousand,True,True,,,1000000.00,1000000,42,"{""type"": ""B"", ""value"": 200}",NA,334,,See notes,25.0,0.5614030226207668,34.0,69,Chicago,NY,U.S.
Acme Corp,Umbrella,,noemail,user@,,,Phone Inquiry,Email Campaign,50000,,no,,abc123,001C000003,One Million,999999,42,"{""type"": ""A"", ""value"": 100}",,335,,,75.0,0.713411651330895,8.0,400,chicago,N.Y.,United States
Globex,Acme Corp,,noemail,missing.com,2025-05-19 19:35:42.522728,NaT,Phone Inquiry,Email Campaign,,N/A,active,True,,BAD_ID,2500000,,Called client,,,336,,See notes,10.0,,,73,Chicago,California,USA
Globex,Umbrella,Globex,noemail,help@globex.com,2024-08-15 19:35:42.522730,2025-01-08 19:35:42.523982,,,50000,,,0,,001C000003,,999999,42,N/A,United States,337,,,,0.5641953865264113,50.0,33,,IL,USA
Globex,Acme Corp,Wonka,contact@acme.com,user@,2025-04-14 19:35:42.522733,2022/12/01,,,50000,Fifty Thousand,yes,True,001A000001,001B000002,1000000,999999,42,,NA,338,,See notes,50.0,0.2804778423095091,7.0,305,San Francisco,N.Y.,U.S.
Initech,Soylent,Wonka,noemail,,2025-03-31 19:35:42.522735,2022/12/01,,Social Media,50000,Fifty Thousand,False,True,001A000001,BAD_ID,one million,,Called client,N/A,United States,339,,,100.0,,4.0,70,Chicago,NY,
Initech,,Globex,contact@acme.com,missing.com,2024-11-03 19:35:42.522737,2025-01-05 19:35:42.523988,Phone Inquiry,,50000,0,active,False,XYZ-00001,001C000003,,,,"{""type"": ""A"", ""value"": 100}",North America,340,,,75.0,0.358143409324825,,120,nyc,Illinois,us
Acme Corp,,Initech,invalid@,help@globex.com,2025-07-02 19:35:42.522739,,,Email Campaign,,,True,1,abc123,BAD_ID,2500000,1000000,2025-02-20 19:37:11.168557,N/A,,341,,,10.0,0.4210457248676953,21.0,24,New York,,United States
,Soylent,Globex,,,,NaT,,,,Fifty Thousand,no,True,,12345,1M,1000000,,N/A,United States,342,,,75.0,,20.0,158,Chicago,,USA
,Umbrella,,noemail,,not_a_date,NaT,Phone Inquiry,,50000,25000,False,1,,12345,2.5M,999999,2025-02-05 19:37:11.168562,N/A,NA,343,,See notes,50.0,0.5711796178220322,1.0,429,San Francisco,,us
